longitude,latitude
72.98380374246638,12.089921548644966
72.76886141527328,12.056011157714797
72.55417637907458,12.021886779413478
72.33975037281465,11.987548015320648
72.1255851420929,11.952994465711845
71.91168243918844,11.91822572958487
71.6980440230855,11.88324140468982
71.48467165949805,11.84804108755183
71.27156712089412,11.812624373502493
71.05873218651956,11.776990856706757
70.84616864242177,11.74114013019263
70.63387828147275,11.705071785881762
70.42186290339218,11.668785414621711
70.21012431476933,11.632280606212124
69.99866432908539,11.595556949444548
69.78748476673486,11.558614032129968
69.57658745504659,11.521451441133431
69.36597422830478,11.484068762412996
69.15564692776861,11.446465581048315
68.94560740169256,11.408641481283727
68.73585750534555,11.370596046559658
68.52639910102934,11.33232885955514
68.31723405809736,11.293839502222891
68.10836425297232,11.255127555831965
67.89979156916333,11.216192601007297
67.69151789728286,11.177034217770144
67.48354513506293,11.137651985580936
67.27587518737073,11.098045483384865
67.06850996622371,11.05821428965217
